样本编号,来源文件,决策时刻,主玩家ID,主玩家队伍,主玩家角色,决策日志,决策内容,决策参数1,决策参数2,主玩家位置X,主玩家位置Y,主玩家位置Z,主玩家武器偏航角,主玩家武器俯仰角,主玩家速度X,主玩家速度Y,主玩家速度Z,主玩家速度大小,主玩家相机X坐标,主玩家相机Y坐标,主玩家相机Z坐标,主玩家视野范围,主玩家开镜状态,主玩家Buff数量,主玩家Buff列表,当前已追踪玩家数量,敌方玩家数量,队友玩家数量,敌人平均距离,队友平均距离,10米内敌人数,20米内敌人数,10米内队友数,20米内队友数,最近敌人ID,最近敌人队伍,最近敌人角色,最近敌人距离,最近敌人相对位置X,最近敌人相对位置Y,最近敌人相对位置Z,最近敌人位置X,最近敌人位置Y,最近敌人位置Z,最近敌人武器偏航角,最近敌人武器俯仰角,最近敌人速度X,最近敌人速度Y,最近敌人速度Z,最近敌人速度大小,最近敌人相机X坐标,最近敌人相机Y坐标,最近敌人相机Z坐标,最近敌人视野范围,最近敌人开镜状态,最近敌人Buff数量,最近敌人Buff列表,最近队友ID,最近队友队伍,最近队友角色,最近队友距离,最近队友相对位置X,最近队友相对位置Y,最近队友相对位置Z,最近队友位置X,最近队友位置Y,最近队友位置Z,最近队友武器偏航角,最近队友武器俯仰角,最近队友速度X,最近队友速度Y,最近队友速度Z,最近队友速度大小,最近队友相机X坐标,最近队友相机Y坐标,最近队友相机Z坐标,最近队友视野范围,最近队友开镜状态,最近队友Buff数量,最近队友Buff列表
36,task/0036.txt,20.0,3958,2,蜂医,,,,,6969.9,-220.1,-4651.6,124.1,348.3,0.0,0.0,0.0,0.0,6969.9,-220.2,-4651.6,120.0,0.0,0,,18,14,2,229.87639710197433,2.1152491991547393,3,3,2,2,4689,6,红狼,1.9442222095228163,-0.3999999999996362,0.09999999999999432,1.9000000000005457,6969.5,-220.0,-4649.7,164.1,10.9,0.0,0.0,0.1,0.1,6969.5,-220.1,-4649.7,90.0,0.0,0,,3381,2,蝶,0.8246211251236644,-0.1999999999998181,0.0,0.8000000000001819,6969.7,-220.1,-4650.8,152.8,355.7,-0.1,0.0,0.6,0.6082762530298219,6969.7,-220.1,-4650.8,90.0,0.0,0,
37,task/0037.txt,20.0,1723,8,骇爪,,,,,3597.9,-239.9,-4403.1,218.8,2.3,0.0,0.0,0.0,0.0,3597.9,-240.0,-4403.1,95.2,0.0,0,,41,5,2,284.71540416228754,3.878575281942469,0,0,2,2,5190,2,50003,218.68292114383337,204.5,52.900000000000006,56.600000000000364,3802.4,-187.0,-4346.5,187.9,350.0,-2.3,0.0,-0.3,2.3194827009486403,3802.4,-186.4,-4346.5,90.0,0.0,2,1854；1869,1397,8,比特,2.4083189157585347,-1.599999999999909,0.0,1.800000000000182,3596.3,-239.9,-4401.3,296.7,342.3,0.0,0.0,0.0,0.0,3596.3,-240.0,-4401.3,95.2,0.0,0,
38,task/0038.txt,20.0,6814,6,疾风,,,,,6684.2,-198.7,-4549.9,101.2,350.6,0.0,0.0,0.0,0.0,6684.2,-198.1,-4549.9,120.0,0.0,6,524；548；566；567；568；569,19,12,2,188.50160551222461,14.244725294279789,0,0,0,2,4147,4,露娜,31.995468429138516,28.300000000000182,0.8999999999999773,14.899999999999636,6712.5,-197.8,-4535.0,260.3,345.6,-0.6,-1.1,3.6,3.811823710509184,6712.5,-197.2,-4535.0,104.8,0.0,4,573；574；575；576,5266,6,银翼,12.715738279784844,6.199999999999818,0.19999999999998863,11.099999999999454,6690.4,-198.5,-4538.8,91.6,359.9,-1.2,1.5,3.6,4.080441152620633,6690.4,-197.9,-4538.8,104.8,0.0,5,525；538；551；564；565
39,task/0039.txt,20.0,8304,4,30008,,,,,3817.2,-247.0,-4628.1,252.3,353.2,-0.1,0.0,-0.2,0.223606797749979,3817.2,-246.4,-4628.1,120.0,0.0,16,1012；1013；1014；1015；1016；1017；1018；1019；1021；1022；1023；1024；1025；1026；1027；1028,20,13,2,156.5138182919163,24.546152155494777,1,2,0,0,7745,8,红狼,6.809552114493245,-5.899999999999636,0.0,3.4000000000005457,3811.3,-247.0,-4624.7,334.0,349.2,1.1,0.0,0.5,1.2083045973594573,3811.3,-246.4,-4624.7,77.3,0.0,0,,9956,4,骇爪,20.35313243704721,-18.399999999999636,0.0,-8.699999999999818,3798.8,-247.0,-4636.8,65.4,358.8,2.6,0.0,-1.2,2.863564212655271,3798.8,-246.4,-4636.8,120.0,0.0,3,1000；1004；998
40,task/0040.txt,20.0,5801,7,银翼,,,,,3829.5,-248.0,-4576.0,22.2,351.8,0.0,0.0,0.0,0.0,3829.5,-247.5,-4576.0,110.0,0.0,0,,19,13,1,218.9519321512206,3.11448230047956,0,0,1,1,7649,5,疾风,85.28651710557794,-81.30000000000018,-4.900000000000006,-25.300000000000182,3748.2,-252.9,-4601.3,109.6,358.3,0.0,0.0,0.0,0.0,3748.2,-252.5,-4601.3,89.0,0.0,1,1042,3466,7,银翼,3.11448230047956,2.099999999999909,0.0,-2.300000000000182,3831.6,-248.0,-4578.3,173.0,352.5,0.0,0.0,0.0,0.0,3831.6,-248.0,-4578.3,110.0,0.0,1,1038
41,task/0041.txt,20.0,3681,3,骇爪,,,,,3693.3,-250.3,-4521.3,48.6,0.0,0.0,0.0,0.0,0.0,3693.3,-249.7,-4521.3,90.0,0.0,13,101；102；28；29；41；44；45；46；47；48；49；50；51,20,17,2,247.8117228868914,2.031806725741345,0,0,2,2,3910,5,骇爪,162.75653596706937,149.0999999999999,2.8000000000000114,65.19999999999982,3842.4,-247.5,-4456.1,142.9,0.0,0.0,0.0,0.0,0.0,3842.4,-246.8,-4456.1,90.0,0.0,13,117；118；33；34；43；84；85；86；87；88；89；90；91,2703,3,疾风,1.6552945357246078,-1.5,0.0,0.6999999999998181,3691.8,-250.3,-4520.6,16.5,0.0,0.0,0.0,0.0,0.0,3691.8,-249.7,-4520.6,90.0,0.0,16,103；105；35；36；42；72；73；74；75；76；77；78；79；80；81；82
42,task/0042.txt,20.0,5268,4,威龙,,,,,6591.0,-219.5,-4555.7,188.5,351.6,-6.2,0.2,-0.9,6.268173577685928,6591.0,-218.9,-4555.7,104.8,0.0,3,807；808；809,16,5,2,194.9287606354336,28.845272433821364,0,0,0,0,0573,1,疾风,132.43881606236195,-0.1999999999998181,-3.1999999999999886,-132.40000000000055,6590.8,-222.7,-4688.1,48.9,344.9,4.7,0.0,5.4,7.158910531638177,6590.8,-222.0,-4688.1,110.6,0.0,2,801；806,6533,4,露娜,26.241379536906596,19.0,0.0,18.099999999999454,6610.0,-219.5,-4537.6,216.5,357.6,-1.4,0.0,-1.0,1.7204650534085253,6610.0,-218.9,-4537.6,120.0,0.0,4,795；796；797；798
43,task/0043.txt,20.0,0853,6,威龙,,,,,3506.7,-166.6,-7992.8,132.9,332.4,2.8,-0.0,2.2,3.560898762952971,3506.7,-165.9,-7992.8,89.9,0.0,9,880；923；924；925；926；927；928；929；930,13,9,1,250.76938536986796,195.39675022886135,0,0,0,0,0411,4,露娜,135.52110536739352,88.60000000000036,5.5,102.40000000000055,3595.3,-161.1,-7890.4,310.2,353.1,0.0,0.0,0.0,0.0,3595.3,-160.5,-7890.4,90.0,0.0,2,883；884,0037,6,红狼,195.39675022886135,-162.79999999999973,5.799999999999983,107.90000000000055,3343.9,-160.8,-7884.9,166.3,350.1,-3.8,-0.9,0.9,4.007492981902775,3343.9,-160.2,-7884.9,105.2,0.0,0,
44,task/0044.txt,20.0,8823,5,蜂医,,,,,6756.2,-218.2,-4526.2,309.6,354.1,5.2,0.0,-2.9,5.953990258641679,6756.2,-217.6,-4526.2,120.0,0.0,5,973；974；975；976；977,18,3,2,25.57495775762625,24.31921502438877,0,1,1,1,0274,1,威龙,10.314068062602828,-0.1999999999998181,-0.5,-10.300000000000182,6756.0,-218.7,-4536.5,34.1,356.9,-1.4,0.0,-0.9,1.6643316977093237,6756.0,-218.1,-4536.5,90.9,0.0,10,1000；1001；981；993；994；995；996；997；998；999,7379,5,乌鲁鲁,8.360023923410926,1.0,0.0,8.300000000000182,6757.2,-218.2,-4517.9,158.0,358.6,0.0,0.0,0.0,0.0,6757.2,-217.5,-4517.9,77.3,0.0,14,978；979；980；982；983；984；985；986；987；988；989；990；991；992
45,task/0045.txt,20.0,8304,4,30008,,,,,3811.4,-247.0,-4627.6,89.0,359.3,0.0,0.0,0.0,0.0,3811.4,-246.4,-4627.6,67.4,0.0,1,977,20,13,2,161.3149882473091,13.993945965096938,0,0,0,2,2688,8,疾风,34.20423950331329,-9.700000000000273,0.0,32.80000000000018,3801.7,-247.0,-4594.8,177.1,0.0,0.0,0.0,0.0,0.0,3801.7,-246.4,-4595.2,24.2,0.0,0,,1460,4,蝶,13.301503674397077,-12.200000000000273,0.0,-5.299999999999272,3799.2,-247.0,-4632.9,56.8,0.6,0.0,0.0,0.0,0.0,3799.5,-246.4,-4633.1,40.0,0.0,1,979
46,task/0046.txt,20.0,1946,6,无名,,,,,3383.9,-169.9,-7822.2,185.1,0.1,0.2,-0.2,-2.0,2.0199009876724157,3383.9,-169.2,-7822.2,31.9,0.0,0,,15,13,1,336.1178064647904,1.8466185312622971,0,0,1,1,5868,1,红狼,44.65892967817298,3.599999999999909,1.0999999999999943,-44.5,3387.5,-168.8,-7866.7,111.2,359.0,-2.5,0.0,-0.9,2.6570660511172846,3387.2,-168.2,-7866.8,84.0,0.0,0,,1545,6,无名,1.8466185312622971,-0.900000000000091,-0.19999999999998863,-1.6000000000003638,3383.0,-170.1,-7823.8,264.5,353.9,-0.1,0.0,-1.4,1.40356688476182,3383.0,-169.7,-7823.8,104.8,0.0,3,569；570；571
47,task/0047.txt,20.0,1723,8,骇爪,,,,,3625.4,-249.3,-4719.0,250.3,351.0,-2.3,0.0,-2.6,3.4713109915419564,3625.4,-248.7,-4719.0,99.0,0.0,0,,19,8,2,401.54612429302273,4.318643276461184,0,0,2,2,0287,3,银翼,230.86664982192644,208.5999999999999,4.900000000000006,-98.80000000000018,3834.0,-244.4,-4817.8,221.5,352.7,-0.1,0.1,-0.1,0.17320508075688776,3834.0,-244.4,-4817.8,90.0,0.0,0,,1397,8,比特,3.397057550292729,1.5,2.0,-2.300000000000182,3626.9,-247.3,-4721.3,54.1,341.6,0.0,0.0,0.0,0.0,3626.9,-247.3,-4721.3,120.0,0.0,0,
48,task/0048.txt,20.0,7072,1,威龙,,,,,6554.3,-222.8,-4622.1,282.5,356.2,-0.7,0.0,-6.7,6.736467917239716,6554.3,-222.2,-4622.1,15.7,0.0,0,,18,9,2,213.9028268595973,61.818513497728716,0,0,0,0,2633,6,疾风,148.03168579733182,126.0,-0.29999999999998295,-77.69999999999982,6680.3,-223.1,-4699.8,41.8,354.8,0.6,0.0,-0.0,0.6,6680.3,-223.2,-4699.8,110.2,0.0,0,,8207,1,露娜,36.891191360540795,6.0,0.0,36.400000000000546,6560.3,-222.8,-4585.7,273.5,358.1,-1.1,-0.1,-3.7,3.861346915261565,6560.3,-222.2,-4585.7,83.7,0.0,0,
49,task/0049.txt,20.0,3681,3,骇爪,,,,,3768.5,-233.4,-4347.6,342.2,303.0,0.0,0.0,0.0,0.0,3768.5,-233.0,-4347.6,110.0,0.0,0,,20,14,2,213.02559734376183,9.597362647972583,0,0,2,2,3078,6,红狼,55.07322398407444,43.90000000000009,3.200000000000017,33.100000000000364,3812.4,-230.2,-4314.5,329.0,1.0,-2.5,0.0,-3.6,4.382921400162226,3812.4,-229.6,-4314.5,115.0,0.0,0,,9651,3,蝶,9.215747392372112,0.5,-0.19999999999998863,9.200000000000728,3769.0,-233.6,-4338.4,277.8,359.7,0.0,0.0,0.0,0.0,3769.0,-233.7,-4338.4,120.0,0.0,0,
50,task/0050.txt,20.0,4999,1,威龙,,,,,6587.6,-222.6,-4561.6,355.4,354.3,4.5,0.0,-0.3,4.509988913511872,6587.6,-221.9,-4561.6,99.3,0.0,15,304；305；306；307；338；357；363；364；365；371；372；373；374；375；390,18,15,2,282.90035376492887,5.094492452934914,0,0,2,2,7454,5,疾风,127.80727678813898,-90.5,2.9000000000000057,-90.19999999999982,6497.1,-219.7,-4651.8,80.4,347.5,0.0,0.0,0.2,0.2,6497.1,-219.0,-4651.8,99.7,0.0,3,340；343；344,4724,1,露娜,3.95600808897137,-3.7000000000007276,0.0,1.4000000000005457,6583.9,-222.6,-4560.2,11.5,358.6,8.1,0.0,1.7,8.276472678623424,6583.9,-221.9,-4560.2,104.8,0.0,5,308；309；310；311；312
51,task/0051.txt,20.0,5801,7,银翼,,,,,3829.5,-247.7,-4576.1,292.9,351.3,0.0,0.0,0.0,0.0,3829.5,-247.1,-4576.1,110.0,0.0,1,950,19,13,1,211.0227798162138,2.839013913315144,0,0,1,1,8515,5,骇爪,36.073536006329796,-33.19999999999982,0.5,-14.099999999999454,3796.3,-247.2,-4590.2,276.3,5.5,0.0,-9.2,0.0,9.2,3796.3,-247.3,-4590.2,100.0,0.0,0,,3466,7,银翼,2.839013913315144,1.099999999999909,-0.30000000000001137,-2.5999999999994543,3830.6,-248.0,-4578.7,120.3,5.5,0.0,0.0,0.0,0.0,3830.6,-248.1,-4578.7,77.3,0.0,0,
52,task/0052.txt,20.0,5801,7,银翼,,,,,3834.9,-248.2,-4577.4,258.2,4.6,-0.1,0.0,-0.5,0.5099019513592785,3834.9,-248.2,-4577.4,110.0,0.0,0,,19,16,1,189.2170191431373,16.702694393420757,0,0,0,1,7649,5,疾风,51.331958856058314,-43.20000000000027,1.1999999999999886,-27.700000000000728,3791.7,-247.0,-4605.1,310.5,357.0,5.3,0.0,-6.1,8.080841540334768,3791.7,-246.4,-4605.1,89.0,0.0,2,663；664,3466,7,银翼,16.702694393420757,-16.700000000000273,0.0,-0.3000000000001819,3818.2,-248.2,-4577.7,285.5,3.4,0.0,0.0,0.0,0.0,3818.2,-248.2,-4577.7,110.0,0.0,0,
53,task/0053.txt,20.0,1723,8,骇爪,,,,,3625.6,-249.3,-4718.7,250.3,351.0,-2.2,0.0,-6.3,6.673080248281149,3625.6,-248.7,-4718.7,99.0,0.0,0,,19,8,2,401.15087677143896,4.482223461423219,0,0,2,2,0287,3,银翼,230.81460092463846,208.4000000000001,4.900000000000006,-99.10000000000036,3834.0,-244.4,-4817.8,221.5,352.7,-0.1,0.1,-0.1,0.17320508075688776,3834.0,-244.4,-4817.8,90.0,0.0,0,,1397,8,比特,3.5284557528758054,1.300000000000182,2.0,-2.600000000000364,3626.9,-247.3,-4721.3,54.1,341.6,0.0,0.0,0.0,0.0,3626.9,-247.3,-4721.3,120.0,0.0,0,
54,task/0054.txt,19.95,9837,3,无名,,,,,3767.8,-166.8,-7814.0,232.9,354.5,-4.5,0.0,-6.0,7.5,3767.8,-166.1,-7814.0,105.3,0.0,0,,14,11,2,369.15742938591626,2.7221645226848787,0,0,2,2,8916,1,50003,242.70455290331896,-48.600000000000364,6.5,237.69999999999982,3719.2,-160.3,-7576.3,308.8,334.4,0.2,-0.0,-0.2,0.28284271247461906,3719.2,-160.3,-7576.3,100.0,0.0,1,277,0139,3,无名,1.699999999999818,0.0,0.0,-1.699999999999818,3767.8,-166.8,-7815.7,237.7,355.8,-3.1,0.0,-2.4,3.920459156782532,3767.8,-166.1,-7815.7,105.0,0.0,0,
55,task/0055.txt,20.0,7861,1,蜂医,,,,,6622.3,-222.8,-4575.4,175.2,313.5,0.0,0.0,0.0,0.0,6622.3,-222.2,-4575.4,114.6,0.0,3,1027；1028；1036,16,6,0,139.93189293072814,,0,0,0,0,3647,4,蝶,85.28223730648722,13.5,5.900000000000006,84.0,6635.8,-216.9,-4491.4,179.5,349.9,-5.5,0.0,0.0,5.5,6635.8,-216.3,-4491.4,90.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,0,
56,task/0056.txt,20.0,1946,6,无名,,,,,3383.9,-169.8,-7822.2,184.1,359.7,-0.2,0.4,2.7,2.736786436680802,3383.9,-169.2,-7822.2,31.9,0.0,0,,15,13,1,336.1916333735414,2.839013913315974,0,0,1,1,9179,1,露娜,44.1198368084021,-27.59999999999991,1.200000000000017,-34.400000000000546,3356.3,-168.6,-7856.6,63.3,358.2,2.6,-0.0,2.4,3.5383612025908264,3356.3,-167.9,-7856.6,90.0,0.0,0,,1545,6,无名,2.839013913315974,-1.099999999999909,-0.29999999999998295,-2.600000000000364,3382.8,-170.1,-7824.8,262.7,353.4,-0.3,0.0,-2.7,2.716615541441225,3382.8,-169.7,-7824.8,104.8,0.0,1,571
57,task/0057.txt,20.0,1723,8,骇爪,,,,,3597.9,-239.9,-4403.1,218.8,2.3,0.0,0.0,0.0,0.0,3597.9,-240.0,-4403.1,95.2,0.0,0,,41,5,2,280.40462062743234,3.878575281942469,0,0,2,2,5190,2,50003,220.69041664739316,206.69999999999982,52.900000000000006,56.400000000000546,3804.6,-187.0,-4346.7,84.3,359.5,0.1,0.0,-0.0,0.1,3804.6,-186.4,-4346.7,68.8,0.0,2,1854；1869,1397,8,比特,2.4083189157585347,-1.599999999999909,0.0,1.800000000000182,3596.3,-239.9,-4401.3,296.7,342.3,0.0,0.0,0.0,0.0,3596.3,-240.0,-4401.3,95.2,0.0,0,
58,task/0058.txt,20.0,8131,1,露娜,,,,,6604.6,-206.8,-4159.4,263.9,1.2,0.0,0.0,0.0,0.0,6604.6,-206.1,-4159.4,90.0,0.0,24,1285；1286；1287；1288；1289；1290；1291；1292；1293；1294；1295；1296；1297；1298；1299；1300；1301；1302；1303；1304；1305；1306；1311；1312,18,0,2,,1.007265186095066,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,0,,6688,1,蛊,0.8062257748303062,0.3999999999996362,0.0,-0.7000000000007276,6605.0,-206.8,-4160.1,260.0,356.1,0.1,0.0,-0.2,0.223606797749979,6605.0,-206.1,-4160.1,99.1,0.0,2,1315；1316
59,task/0059.txt,20.0,5801,7,银翼,,,,,3853.1,-253.9,-4582.9,211.4,349.3,-1.1,0.0,0.0,1.1,3853.1,-253.2,-4582.9,110.0,0.0,0,,19,17,1,200.2109206135574,18.106904760339443,0,0,0,1,8515,5,骇爪,74.94924949590892,-69.29999999999973,6.900000000000006,-27.700000000000728,3783.8,-247.0,-4610.6,242.8,350.0,-1.1,0.0,-8.6,8.670063436907482,3783.8,-246.4,-4610.6,100.0,0.0,0,,3466,7,银翼,18.106904760339443,11.099999999999909,-0.4000000000000057,-14.300000000000182,3864.2,-254.3,-4597.2,150.8,354.2,-2.5,0.0,2.9,3.8288379438153295,3864.2,-253.7,-4597.2,110.0,0.0,0,
60,task/0060.txt,19.95,1946,6,无名,,,,,3350.8,-169.7,-7730.5,208.6,358.3,-7.3,0.0,-4.0,8.324061508662703,3350.8,-169.0,-7730.5,95.0,0.0,2,338；339,15,13,1,400.19163984709905,29.478975558861837,0,0,0,0,1177,1,比特,215.52443016976096,-14.100000000000364,14.099999999999994,-214.60000000000036,3336.7,-155.6,-7945.1,29.7,356.3,3.7,0.0,2.1,4.254409477236529,3336.7,-155.0,-7945.1,90.0,0.0,0,,1545,6,无名,29.478975558861837,7.899999999999636,-0.20000000000001705,28.399999999999636,3358.7,-169.9,-7702.1,225.8,1.9,-2.6,0.0,-2.7,3.7483329627982624,3358.7,-169.2,-7702.1,104.8,0.0,0,
61,task/0061.txt,20.0,9061,4,蝶,,,,,6773.6,-220.0,-4480.7,14.3,336.7,0.0,0.0,0.0,0.0,6773.6,-220.0,-4480.7,90.0,0.0,2,419；420,18,12,2,139.6335453723719,35.89748635652002,0,0,0,0,7434,5,露娜,68.52109164337692,-55.30000000000018,21.30000000000001,-34.400000000000546,6718.3,-198.7,-4515.1,330.4,332.7,2.6,0.0,-5.7,6.264982043070834,6718.3,-198.0,-4515.1,89.9,0.0,2,406；415,7525,4,露娜,34.317779648456614,-31.100000000000364,0.5,-14.5,6742.5,-219.5,-4495.2,261.2,354.3,-0.5,0.0,-0.8,0.9433981132056605,6742.5,-218.8,-4495.2,90.0,0.0,0,
62,task/0062.txt,20.0,5801,7,银翼,,,,,3962.5,-250.3,-4555.5,109.9,0.0,0.0,0.0,0.0,0.0,3962.5,-249.7,-4555.5,90.0,0.0,10,18；36；37；38；39；40；41；42；43；61,19,17,1,289.0128404649603,3.623534186398442,0,0,1,1,0287,3,银翼,155.2581398832282,-118.90000000000009,2.8000000000000114,99.80000000000018,3843.6,-247.5,-4455.7,140.9,0.0,0.0,0.0,0.0,0.0,3843.6,-246.8,-4455.7,90.0,0.0,8,194；195；196；197；198；199；200；6,3466,7,银翼,3.623534186398442,1.699999999999818,0.0,-3.199999999999818,3964.2,-250.3,-4558.7,109.9,0.0,0.0,0.0,0.0,0.0,3964.2,-249.7,-4558.7,90.0,0.0,9,11；62；63；64；65；66；67；68；95
63,task/0063.txt,20.0,4585,4,露娜,,,,,6691.3,-196.8,-4522.8,257.5,355.8,0.0,0.0,0.0,0.0,6691.3,-196.2,-4522.8,99.1,0.0,0,,18,12,2,136.65268442672385,10.378747218805747,0,0,1,2,0398,2,威龙,25.0259864940427,13.0,-1.8999999999999773,-21.300000000000182,6704.3,-198.7,-4544.1,198.3,358.2,-7.4,0.0,-2.3,7.749193506423749,6704.3,-198.1,-4544.1,90.0,0.0,1,719,0093,4,威龙,6.735725647619602,-5.100000000000364,0.0,-4.399999999999636,6686.2,-196.8,-4527.2,288.2,352.1,0.0,0.0,0.0,0.0,6686.2,-196.2,-4527.2,120.0,0.0,10,714；715；716；717；721；732；733；734；735；743
64,task/0064.txt,20.0,1723,8,骇爪,,,,,3597.9,-239.9,-4403.1,218.8,2.3,0.0,0.0,0.0,0.0,3597.9,-240.0,-4403.1,95.2,0.0,0,,41,5,2,280.40462062743234,3.878575281942469,0,0,2,2,5190,2,50003,220.69041664739316,206.69999999999982,52.900000000000006,56.400000000000546,3804.6,-187.0,-4346.7,82.9,359.0,0.0,0.0,0.0,0.0,3804.6,-186.4,-4346.7,53.1,0.0,2,1854；1869,1397,8,比特,2.4083189157585347,-1.599999999999909,0.0,1.800000000000182,3596.3,-239.9,-4401.3,296.7,342.3,0.0,0.0,0.0,0.0,3596.3,-240.0,-4401.3,95.2,0.0,0,
65,task/0065.txt,20.0,7896,1,蜂医,,,,,6653.7,-212.8,-4371.3,241.7,357.8,-3.5,0.0,-3.1,4.675467891024383,6653.7,-212.1,-4371.3,90.0,0.0,2,297；298,16,15,0,347.859146734428,,0,0,0,0,4425,3,蜂医,239.30392809145465,69.80000000000018,-6.699999999999989,-228.80000000000018,6723.5,-219.5,-4600.1,117.4,355.5,-2.4,0.0,4.6,5.188448708429139,6723.5,-218.8,-4600.1,90.0,0.0,4,259；264；265；268,,,,,,,,,,,,,,,,,,,,,,0,
66,task/0066.txt,20.0,1723,8,骇爪,,,,,3630.3,-249.3,-4713.8,216.5,350.6,-2.7,0.0,-2.0,3.3600595232822887,3630.3,-248.7,-4713.8,99.0,0.0,0,,19,8,2,395.31915353227816,7.476637801060911,0,0,2,2,0287,3,银翼,228.76560056092333,203.69999999999982,4.900000000000006,-104.0,3834.0,-244.4,-4817.8,221.5,352.7,-0.1,0.1,-0.1,0.17320508075688776,3834.0,-244.4,-4817.8,90.0,0.0,0,,4714,8,红狼,6.479197481169631,-2.100000000000364,0.6000000000000227,-6.099999999999454,3628.2,-248.7,-4719.9,338.3,346.6,1.1,3.9,-0.6,4.096339829652808,3628.2,-248.1,-4719.9,95.0,0.0,0,
67,task/0067.txt,20.0,5801,7,银翼,,,,,3962.5,-250.3,-4555.5,109.9,0.0,0.0,0.0,0.0,0.0,3962.5,-249.7,-4555.5,90.0,0.0,10,18；36；37；38；39；40；41；42；43；61,19,17,1,289.0128404649603,3.623534186398442,0,0,1,1,0287,3,银翼,155.2581398832282,-118.90000000000009,2.8000000000000114,99.80000000000018,3843.6,-247.5,-4455.7,140.9,0.0,0.0,0.0,0.0,0.0,3843.6,-246.8,-4455.7,90.0,0.0,8,194；195；196；197；198；199；200；6,3466,7,银翼,3.623534186398442,1.699999999999818,0.0,-3.199999999999818,3964.2,-250.3,-4558.7,109.9,0.0,0.0,0.0,0.0,0.0,3964.2,-249.7,-4558.7,90.0,0.0,9,11；62；63；64；65；66；67；68；95
68,task/0068.txt,20.0,6076,1,乌鲁鲁,,,,,3810.8,-166.8,-7831.8,194.1,358.5,-0.2,0.0,2.2,2.209072203437452,3810.8,-166.1,-7831.8,90.0,0.0,1,1080,13,5,1,275.4731523100265,15.439235732379808,0,0,0,1,2460,2,疾风,22.769497139814295,-20.600000000000364,0.0,-9.699999999999818,3790.2,-166.8,-7841.5,81.9,0.0,0.1,-0.0,-1.4,1.40356688476182,3790.2,-166.1,-7841.5,105.0,0.0,16,1063；1064；1066；1067；1068；1069；1070；1071；1072；1073；1074；1075；1076；1077；1078；1079,2810,1,乌鲁鲁,15.439235732379808,2.699999999999818,0.20000000000001705,15.199999999999818,3813.5,-166.6,-7816.6,244.9,351.3,-1.2,0.0,-0.4,1.2649110640673518,3813.9,-166.0,-7816.7,90.0,0.0,0,
69,task/0069.txt,20.0,8745,7,蜂医,,,,,3728.1,-240.2,-4835.8,112.8,357.9,0.0,0.0,0.0,0.0,3728.1,-239.5,-4835.8,95.2,0.0,0,,21,7,1,321.9127092278559,3.232645975048856,0,0,1,1,9877,3,银翼,158.86692544390735,57.40000000000009,-13.700000000000017,147.5,3785.5,-253.9,-4688.3,275.9,349.5,0.6,0.4,-5.6,5.646237685397241,3785.5,-253.2,-4688.3,120.0,0.0,0,,5422,7,骇爪,3.232645975048856,-3.0,-0.10000000000002274,1.199999999999818,3725.1,-240.3,-4834.6,142.9,0.0,0.0,0.0,0.0,0.0,3725.1,-239.6,-4834.6,95.2,0.0,0,
70,task/0070.txt,20.0,1946,6,无名,,,,,3364.9,-169.9,-7824.7,149.7,355.4,-3.5,0.0,2.0,4.031128874149275,3364.9,-169.2,-7824.7,95.0,0.0,7,707；708；709；710；711；712；713,15,9,1,439.99054474213915,6.928924880528027,0,0,1,1,9453,2,50003,256.09029657525093,247.5999999999999,8.800000000000011,-64.80000000000018,3612.5,-161.1,-7889.5,127.2,347.1,-2.5,0.0,3.3,4.1400483088968905,3612.5,-160.5,-7889.5,90.0,0.0,2,698；705,1545,6,无名,6.928924880528027,6.599999999999909,0.20000000000001705,-2.100000000000364,3371.5,-169.7,-7826.8,273.1,353.4,0.0,0.0,-0.7,0.7,3371.5,-169.1,-7826.8,104.8,0.0,2,695；696
71,task/0071.txt,20.0,0090,5,蝶,,,,,6659.7,-198.7,-4556.7,302.6,351.4,3.1,0.0,-2.3,3.8600518131237567,6659.7,-198.0,-4556.7,120.0,0.0,0,,18,12,2,180.153656629727,10.1176507116343,0,0,1,2,1376,1,蜂医,37.15454211802361,-23.399999999999636,-23.100000000000023,-17.300000000000182,6636.3,-221.8,-4574.0,190.8,338.7,0.0,0.1,-2.1,2.1023796041628637,6636.3,-221.2,-4574.0,84.0,0.0,5,656；658；659；661；662,0380,5,露娜,5.99416382825853,2.800000000000182,0.0,5.300000000000182,6662.5,-198.7,-4551.4,267.5,354.3,2.0,0.0,-6.3,6.609841147864296,6662.5,-198.0,-4551.4,100.5,0.0,0,
72,task/0072.txt,20.0,4170,6,骇爪,,,,,6668.9,-207.1,-4756.6,10.2,357.0,0.0,0.0,0.0,0.0,6668.9,-206.6,-4756.6,90.0,0.0,0,,18,9,2,203.2771890974138,19.205620957524566,0,0,1,1,7882,7,疾风,100.49920397694724,17.100000000000364,-6.800000000000011,98.80000000000018,6686.0,-213.9,-4657.8,93.0,360.0,0.0,0.0,0.0,0.0,6686.0,-213.2,-4657.8,85.0,0.0,3,422；423；428,9690,6,疾风,5.629387178015025,-5.5,1.1999999999999886,0.0,6663.4,-205.9,-4756.6,261.6,339.5,0.0,0.0,0.0,0.0,6663.7,-205.5,-4756.4,77.3,0.0,0,
